"team","year","medal","n","gdp","pop"
"Tunisia",2004,"Gold",0,32.7221072658078,10.292225
"Tunisia",2004,"Silver",0,32.7221072658078,10.292225
"Tunisia",2008,"Bronze",0,39.6416061043034,10.68038
"Tunisia",2008,"Gold",1,39.6416061043034,10.68038
"Tunisia",2008,"Silver",0,39.6416061043034,10.68038
"Tunisia",2012,"Bronze",1,42.938187711576,11.174383
"Tunisia",2012,"Gold",1,42.938187711576,11.174383
"Tunisia",2012,"Silver",1,42.938187711576,11.174383
"Tunisia",2016,"Bronze",3,46.2910459876341,11.685667
"Tunisia",2016,"Gold",0,46.2910459876341,11.685667
"Tunisia",2016,"Silver",0,46.2910459876341,11.685667
"Turkey",2000,"Bronze",2,413.825489994336,64.113547
"Turkey",2000,"Gold",3,413.825489994336,64.113547
"Turkey",2000,"Silver",0,413.825489994336,64.113547
"Turkey",2004,"Bronze",5,482.120738379834,67.785075
"Turkey",2004,"Gold",3,482.120738379834,67.785075
"Turkey",2004,"Silver",3,482.120738379834,67.785075
"Turkey",2008,"Bronze",3,595.139459121408,71.051678
"Turkey",2008,"Gold",1,595.139459121408,71.051678
"Turkey",2008,"Silver",3,595.139459121408,71.051678
"Turkey",2012,"Bronze",1,715.659972210858,75.175827
"Turkey",2012,"Gold",2,715.659972210858,75.175827
"Turkey",2012,"Silver",2,715.659972210858,75.175827
"Turkey",2016,"Bronze",4,893.035686216222,79.277962
"Turkey",2016,"Gold",1,893.035686216222,79.277962
"Turkey",2016,"Silver",3,893.035686216222,79.277962
"Uganda",2000,"Bronze",0,12.2208176561968,24.020697
"Uganda",2000,"Gold",0,12.2208176561968,24.020697
"Uganda",2000,"Silver",0,12.2208176561968,24.020697
"Uganda",2004,"Bronze",0,15.8946099363319,27.146084
"Uganda",2004,"Gold",0,15.8946099363319,27.146084
"Uganda",2004,"Silver",0,15.8946099363319,27.146084
"Uganda",2008,"Bronze",0,22.0668172136558,30.509862
"Uganda",2008,"Gold",0,22.0668172136558,30.509862
"Uganda",2008,"Silver",0,22.0668172136558,30.509862
"Uganda",2012,"Bronze",0,28.2796432677641,34.273295
"Uganda",2012,"Gold",1,28.2796432677641,34.273295
"Uganda",2012,"Silver",0,28.2796432677641,34.273295
"Uganda",2016,"Bronze",0,33.9356150789833,38.748299
"Uganda",2016,"Gold",0,33.9356150789833,38.748299
"Uganda",2016,"Silver",0,33.9356150789833,38.748299
"Ukraine",2000,"Bronze",12,69.8363688493183,49.1765
"Ukraine",2000,"Gold",3,69.8363688493183,49.1765
"Ukraine",2000,"Silver",20,69.8363688493183,49.1765
"Ukraine",2004,"Bronze",31,97.99550297209,47.451626
"Ukraine",2004,"Gold",8,97.99550297209,47.451626
"Ukraine",2004,"Silver",8,97.99550297209,47.451626
"Ukraine",2008,"Bronze",16,120.217318405036,46.258189
"Ukraine",2008,"Gold",10,120.217318405036,46.258189
"Ukraine",2008,"Silver",5,120.217318405036,46.258189
"Ukraine",2012,"Bronze",12,112.148546939271,45.593342
"Ukraine",2012,"Gold",9,112.148546939271,45.593342
"Ukraine",2012,"Silver",5,112.148546939271,45.593342
"Ukraine",2016,"Bronze",5,93.2530172770895,45.038236
"Ukraine",2016,"Gold",2,93.2530172770895,45.038236
"Ukraine",2016,"Silver",8,93.2530172770895,45.038236
"United Arab Emirates",2000,"Bronze",0,200.410321466334,3.275333
"United Arab Emirates",2000,"Gold",0,200.410321466334,3.275333
"United Arab Emirates",2000,"Silver",0,200.410321466334,3.275333
"United Arab Emirates",2004,"Bronze",0,248.144435949927,3.993339
"United Arab Emirates",2004,"Gold",1,248.144435949927,3.993339
"United Arab Emirates",2004,"Silver",0,248.144435949927,3.993339
"United Arab Emirates",2008,"Bronze",0,304.301112624578,6.988685
"United Arab Emirates",2008,"Gold",0,304.301112624578,6.988685
"United Arab Emirates",2008,"Silver",0,304.301112624578,6.988685
"United Arab Emirates",2012,"Bronze",0,316.857313565968,8.664969
"United Arab Emirates",2012,"Gold",0,316.857313565968,8.664969
"United Arab Emirates",2012,"Silver",0,316.857313565968,8.664969
"United Arab Emirates",2016,"Bronze",1,390.868305597139,8.994263
"United Arab Emirates",2016,"Gold",0,390.868305597139,8.994263
"United Arab Emirates",2016,"Silver",0,390.868305597139,8.994263
"United States",2000,"Bronze",51,13717.679619,282.162411
"United States",2000,"Gold",130,13717.679619,282.162411
"United States",2000,"Silver",61,13717.679619,282.162411
"United States",2004,"Bronze",71,15035.068144,292.805298
"United States",2004,"Gold",117,15035.068144,292.805298
"United States",2004,"Silver",75,15035.068144,292.805298
"United States",2008,"Bronze",80,16331.051067,304.093966
"United States",2008,"Gold",127,16331.051067,304.093966
"United States",2008,"Silver",110,16331.051067,304.093966
"United States",2012,"Bronze",46,16974.575729,313.877662
"United States",2012,"Gold",145,16974.575729,313.877662
"United States",2012,"Silver",57,16974.575729,313.877662
"United States",2016,"Bronze",71,18627.887993,323.071755
"United States",2016,"Gold",139,18627.887993,323.071755
"United States",2016,"Silver",54,18627.887993,323.071755
"Uruguay",2000,"Bronze",0,36.2429027495716,3.292224
"Uruguay",2000,"Gold",0,36.2429027495716,3.292224
"Uruguay",2000,"Silver",1,36.2429027495716,3.292224
"Uruguay",2004,"Bronze",0,34.036089123994,3.313801
"Uruguay",2004,"Gold",0,34.036089123994,3.313801
"Uruguay",2004,"Silver",0,34.036089123994,3.313801
"Uruguay",2008,"Bronze",0,43.4759217550631,3.336126
"Uruguay",2008,"Gold",0,43.4759217550631,3.336126
"Uruguay",2008,"Silver",0,43.4759217550631,3.336126
"Uruguay",2012,"Bronze",0,53.1973702010395,3.371133
"Uruguay",2012,"Gold",0,53.1973702010395,3.371133
"Uruguay",2012,"Silver",0,53.1973702010395,3.371133
"Uruguay",2016,"Bronze",0,58.6550091194887,3.413766
"Uruguay",2016,"Gold",0,58.6550091194887,3.413766
"Uruguay",2016,"Silver",0,58.6550091194887,3.413766
"Uzbekistan",2000,"Bronze",2,31.4726522984793,24.6504
"Uzbekistan",2000,"Gold",1,31.4726522984793,24.6504
"Uzbekistan",2000,"Silver",1,31.4726522984793,24.6504
"Uzbekistan",2004,"Bronze",2,38.174995817525,25.86435
"Uzbekistan",2004,"Gold",2,38.174995817525,25.86435
"Uzbekistan",2004,"Silver",1,38.174995817525,25.86435
"Uzbekistan",2008,"Bronze",3,52.3626575638434,27.3028
"Uzbekistan",2008,"Gold",1,52.3626575638434,27.3028
"Uzbekistan",2008,"Silver",2,52.3626575638434,27.3028
"Uzbekistan",2012,"Bronze",2,70.1068484391286,29.7745
"Uzbekistan",2012,"Gold",1,70.1068484391286,29.7745
"Uzbekistan",2012,"Silver",0,70.1068484391286,29.7745
"Uzbekistan",2016,"Bronze",7,91.3095571666552,31.8479
"Uzbekistan",2016,"Gold",4,91.3095571666552,31.8479
"Uzbekistan",2016,"Silver",2,91.3095571666552,31.8479
"Venezuela",2000,"Bronze",0,NA,24.427729
"Venezuela",2000,"Gold",0,NA,24.427729
"Venezuela",2000,"Silver",0,NA,24.427729
"Venezuela",2004,"Bronze",2,NA,26.226927
"Venezuela",2004,"Gold",0,NA,26.226927
"Venezuela",2004,"Silver",0,NA,26.226927
"Venezuela",2008,"Bronze",1,NA,27.933833
"Venezuela",2008,"Gold",0,NA,27.933833
"Venezuela",2008,"Silver",0,NA,27.933833
"Venezuela",2012,"Bronze",0,NA,29.470426
"Venezuela",2012,"Gold",1,NA,29.470426
"Venezuela",2012,"Silver",0,NA,29.470426
"Venezuela",2016,"Bronze",2,NA,30.741464
"Venezuela",2016,"Gold",0,NA,30.741464
"Venezuela",2016,"Silver",1,NA,30.741464
"Vietnam",2000,"Bronze",0,93.525828108839,79.001142
"Vietnam",2000,"Gold",0,93.525828108839,79.001142
"Vietnam",2000,"Silver",1,93.525828108839,79.001142
"Vietnam",2004,"Bronze",0,121.387725604567,82.311227
"Vietnam",2004,"Gold",0,121.387725604567,82.311227
"Vietnam",2004,"Silver",0,121.387725604567,82.311227
"Vietnam",2008,"Bronze",0,158.086705343275,85.597241
"Vietnam",2008,"Gold",0,158.086705343275,85.597241
"Vietnam",2008,"Silver",1,158.086705343275,85.597241
"Vietnam",2012,"Bronze",0,199.081239731688,89.301326
"Vietnam",2012,"Gold",0,199.081239731688,89.301326
"Vietnam",2012,"Silver",0,199.081239731688,89.301326
"Vietnam",2016,"Bronze",0,255.264731908124,93.126529
"Vietnam",2016,"Gold",1,255.264731908124,93.126529
"Vietnam",2016,"Silver",1,255.264731908124,93.126529
"Zimbabwe",2000,"Bronze",0,19.8410172817391,11.834676
"Zimbabwe",2000,"Gold",0,19.8410172817391,11.834676
"Zimbabwe",2000,"Silver",0,19.8410172817391,11.834676
"Zimbabwe",2004,"Bronze",1,14.3363438079636,12.160881
"Zimbabwe",2004,"Gold",1,14.3363438079636,12.160881
"Zimbabwe",2004,"Silver",1,14.3363438079636,12.160881
"Zimbabwe",2008,"Bronze",0,10.3514220617076,12.550347
"Zimbabwe",2008,"Gold",1,10.3514220617076,12.550347
"Zimbabwe",2008,"Silver",3,10.3514220617076,12.550347
"Zimbabwe",2012,"Bronze",0,18.6836505194987,13.265331
"Zimbabwe",2012,"Gold",0,18.6836505194987,13.265331
"Zimbabwe",2012,"Silver",0,18.6836505194987,13.265331
"Zimbabwe",2016,"Bronze",0,20.1429794123173,14.452704
"Zimbabwe",2016,"Gold",0,20.1429794123173,14.452704
"Zimbabwe",2016,"Silver",0,20.1429794123173,14.452704
"Aruba",2000,NA,NA,2.73572691578639,0.089101
"Aruba",2004,NA,NA,3.06275784026596,0.09354
"Aruba",2008,NA,NA,3.23913700832128,0.097996
"Aruba",2012,NA,NA,2.84649518752904,0.102112
"Aruba",2016,NA,NA,3.01385815598809,0.104874
"Angola",2000,NA,NA,31.3044951937788,16.394062
"Angola",2004,NA,NA,42.3692890928509,18.771125
"Angola",2008,NA,NA,68.9068540840594,21.691522
"Angola",2012,NA,NA,81.4885226041031,25.188292
"Angola",2016,NA,NA,88.1615122057027,29.154746
"Albania",2000,NA,NA,6.05721886196683,3.089027
"Albania",2004,NA,NA,7.63530038708491,3.026939
"Albania",2008,NA,NA,9.72165306553613,2.947314
"Albania",2012,NA,NA,10.8368845031437,2.900401
"Albania",2016,NA,NA,11.7643250942129,2.876101
"Andorra",2000,NA,NA,2.24076609441807,0.066097
"Andorra",2004,NA,NA,2.9770374195986,0.076933
"Andorra",2008,NA,NA,3.15403415698041,0.076055
"Andorra",2012,NA,NA,2.78192698102275,0.071013
"Andorra",2016,NA,NA,2.8933768717235,0.07254
"American Samoa",2000,NA,NA,NA,0.05823
"American Samoa",2004,NA,NA,0.755198473282443,0.057626
"American Samoa",2008,NA,NA,0.715126717557252,0.055891
"American Samoa",2012,NA,NA,0.657587786259542,0.053691
"American Samoa",2016,NA,NA,0.661697709923664,0.050448
"Antigua and Barbuda",2000,NA,NA,1.19546916408273,0.075055
"Antigua and Barbuda",2004,NA,NA,1.2933957456788,0.078941
"Antigua and Barbuda",2008,NA,NA,1.69648369723139,0.083251
"Antigua and Barbuda",2012,NA,NA,1.39498945546113,0.087674
"Antigua and Barbuda",2016,NA,NA,1.49670016235408,0.090564
"Benin",2000,NA,NA,6.21935427265514,6.998023
"Benin",2004,NA,NA,7.40539305093385,7.894554
"Benin",2008,NA,NA,8.70432032621926,8.906469
"Benin",2012,NA,NA,9.81454362224071,10.014078
"Benin",2016,NA,NA,11.7684883833269,11.260085
"Burkina Faso",2000,NA,NA,5.10782818120084,11.882888
"Burkina Faso",2004,NA,NA,6.40041925455947,13.445977
"Burkina Faso",2008,NA,NA,8.1397547072893,15.197915
"Burkina Faso",2012,NA,NA,10.3159310438746,17.113732
"Burkina Faso",2016,NA,NA,12.5371166116541,19.275498
"Bangladesh",2000,NA,NA,83.49287646258,129.193327
"Bangladesh",2004,NA,NA,100.41159968057,138.789725
"Bangladesh",2008,NA,NA,129.51319470979,145.421318
"Bangladesh",2012,NA,NA,162.884300249526,152.090649
"Bangladesh",2016,NA,NA,209.028319381091,159.784568
"Bosnia and Herzegovina",2000,NA,NA,10.6764175851095,4.17935
"Bosnia and Herzegovina",2004,NA,NA,12.6835789445033,4.14286
"Bosnia and Herzegovina",2008,NA,NA,15.505477767974,3.943392
"Bosnia and Herzegovina",2012,NA,NA,15.1895046872909,3.674374
"Bosnia and Herzegovina",2016,NA,NA,16.9362197276767,3.480986
"Belize",2000,NA,NA,1.36008653159874,0.240406
"Belize",2004,NA,NA,1.72948218034484,0.272128
"Belize",2008,NA,NA,1.87917083346424,0.305671
"Belize",2012,NA,NA,1.9573902773086,0.337059
"Belize",2016,NA,NA,2.19446713591808,0.367313
"Bermuda",2000,NA,NA,6.73989506897791,0.061833
"Bermuda",2004,NA,NA,7.5336312994758,0.06374
"Bermuda",2008,NA,NA,8.19894371290485,0.065273
"Bermuda",2012,NA,NA,6.87635047840565,0.064798
"Bermuda",2016,NA,NA,6.61080693702849,0.064554
"Bolivia",2000,NA,NA,17.3347778881262,8.592656
"Bolivia",2004,NA,NA,19.3289181184657,9.216279
"Bolivia",2008,NA,NA,23.4770605377351,9.880593
"Bolivia",2012,NA,NA,27.9430108906533,10.569697
"Bolivia",2016,NA,NA,34.4073005871524,11.263015
"Brunei Darussalam",2000,NA,NA,11.3487474193107,0.333926
"Brunei Darussalam",2004,NA,NA,12.5262265210128,0.360461
"Brunei Darussalam",2008,NA,NA,12.8930277823634,0.384568
"Brunei Darussalam",2012,NA,NA,13.6044549808708,0.406634
"Brunei Darussalam",2016,NA,NA,12.609889504146,0.425994
"Bhutan",2000,NA,NA,0.744610045481374,0.587207
"Bhutan",2004,NA,NA,1.00043428615655,0.649991
"Bhutan",2008,NA,NA,1.37160546728937,0.689737
"Bhutan",2012,NA,NA,1.88152847345781,0.721145
"Bhutan",2016,NA,NA,2.33594630853465,0.749761
"Central African Republic",2000,NA,NA,1.67585036488825,3.75917
"Central African Republic",2004,NA,NA,1.81895369445096,4.115138
"Central African Republic",2008,NA,NA,2.0529725743655,4.467233
"Central African Republic",2012,NA,NA,2.55316291871416,4.773306
"Central African Republic",2016,NA,NA,1.77638280869192,4.904177
"Channel Islands",2000,NA,NA,NA,0.145306
"Channel Islands",2004,NA,NA,NA,0.149538
"Channel Islands",2008,NA,NA,NA,0.154475
"Channel Islands",2012,NA,NA,NA,0.158621
"Channel Islands",2016,NA,NA,NA,0.163721
"Congo, Dem. Rep.",2000,NA,NA,16.5280625167262,48.616317
"Congo, Dem. Rep.",2004,NA,NA,18.7721526300713,54.815607
"Congo, Dem. Rep.",2008,NA,NA,23.685703159349,62.249724
"Congo, Dem. Rep.",2012,NA,NA,29.8637890111578,70.99787
"Congo, Dem. Rep.",2016,NA,NA,38.8275035340756,81.430977
"Congo, Rep.",2000,NA,NA,6.48237723478386,3.13403
"Congo, Rep.",2004,NA,NA,7.34106218702522,3.543012
"Congo, Rep.",2008,NA,NA,8.48025510887808,4.089602
"Congo, Rep.",2012,NA,NA,11.6949794555914,4.713257
"Congo, Rep.",2016,NA,NA,11.3548017491561,5.186824
"Comoros",2000,NA,NA,0.645253637219987,0.536758
"Comoros",2004,NA,NA,0.703116788896809,0.581154
"Comoros",2008,NA,NA,0.777806380588655,0.62947
"Comoros",2012,NA,NA,0.8953768630776,0.684553
"Comoros",2016,NA,NA,0.998106097535826,0.746232
"Cabo Verde",2000,NA,NA,0.923550525289887,0.458251
"Cabo Verde",2004,NA,NA,1.14080298216763,0.486583
"Cabo Verde",2008,NA,NA,1.62360888479583,0.510336
"Cabo Verde",2012,NA,NA,1.71082157961286,0.533864
"Cabo Verde",2016,NA,NA,1.82476403495256,0.558394
"Curacao",2000,NA,NA,2.88115523982198,0.13386
"Curacao",2004,NA,NA,2.88675328029916,0.134192
"Curacao",2008,NA,NA,3.093010563026,0.14588
"Curacao",2012,NA,NA,3.08396612211675,0.152088
"Curacao",2016,NA,NA,3.02612037258291,0.159664
"Cayman Islands",2000,NA,NA,NA,0.039658
"Cayman Islands",2004,NA,NA,NA,0.045286
"Cayman Islands",2008,NA,NA,4.76294161247161,0.051123
"Cayman Islands",2012,NA,NA,4.40372226868141,0.05686
"Cayman Islands",2016,NA,NA,4.86071063208443,0.062255
"Djibouti",2000,NA,NA,NA,0.742033
"Djibouti",2004,NA,NA,NA,0.818373
"Djibouti",2008,NA,NA,NA,0.882886
"Djibouti",2012,NA,NA,NA,0.954297
"Djibouti",2016,NA,NA,2.59709169386547,1.023261
"Dominica",2000,NA,NA,0.427263049065191,0.068346
"Dominica",2004,NA,NA,0.45473703878088,0.068574
"Dominica",2008,NA,NA,0.545760826319816,0.068782
"Dominica",2012,NA,NA,0.536054228927297,0.068888
"Dominica",2016,NA,NA,0.55568110524744,0.070075
"Faroe Islands",2000,NA,NA,NA,0.04566
"Faroe Islands",2004,NA,NA,NA,0.047989
"Faroe Islands",2008,NA,NA,2.16293907326618,0.048411
"Faroe Islands",2012,NA,NA,2.28398984456481,0.048392
"Faroe Islands",2016,NA,NA,2.61174022171586,0.0495
"Micronesia, Fed. Sts.",2000,NA,NA,0.310899125003711,0.111709
"Micronesia, Fed. Sts.",2004,NA,NA,0.31440469627295,0.111438
"Micronesia, Fed. Sts.",2008,NA,NA,0.30709921976208,0.108704
"Micronesia, Fed. Sts.",2012,NA,NA,0.321477741865646,0.108232
"Micronesia, Fed. Sts.",2016,NA,NA,0.318022033310273,0.109925
"Ghana",2000,NA,NA,20.0620019622277,19.665502
"Ghana",2004,NA,NA,24.221640585236,21.906444
"Ghana",2008,NA,NA,31.0844335181644,24.326087
"Ghana",2012,NA,NA,43.8313339754151,26.858762
"Ghana",2016,NA,NA,51.0727048817252,29.554303
"Gibraltar",2000,NA,NA,NA,0.027741
"Gibraltar",2004,NA,NA,NA,0.028716
"Gibraltar",2008,NA,NA,NA,0.030398
"Gibraltar",2012,NA,NA,NA,0.03216
"Gibraltar",2016,NA,NA,NA,0.032565
"Guinea",2000,NA,NA,5.17645996288747,8.336967
"Guinea",2004,NA,NA,5.84711576264951,8.961039
"Guinea",2008,NA,NA,6.77850693119149,9.779785
"Guinea",2012,NA,NA,7.85814273227166,10.788692
"Guinea",2016,NA,NA,9.74579025028475,11.930985
"Gambia, The",2000,NA,NA,0.960226283311822,1.437539
"Gambia, The",2004,NA,NA,1.12448252455398,1.612225
"Gambia, The",2008,NA,NA,1.19555704877095,1.820542
"Gambia, The",2012,NA,NA,1.30582285784822,2.061014
"Gambia, The",2016,NA,NA,1.40495953712175,2.317206
"Guinea-Bissau",2000,NA,NA,0.705153195367356,1.230849
"Guinea-Bissau",2004,NA,NA,0.772660533241651,1.347009
"Guinea-Bissau",2008,NA,NA,0.906163311057703,1.488431
"Guinea-Bissau",2012,NA,NA,1.04149688546618,1.652717
"Guinea-Bissau",2016,NA,NA,1.21353654270894,1.834552
"Equatorial Guinea",2000,NA,NA,2.69994886355525,0.684977
"Equatorial Guinea",2004,NA,NA,8.28698078609409,0.826355
"Equatorial Guinea",2008,NA,NA,14.1510236878999,0.994971
"Equatorial Guinea",2012,NA,NA,15.0700077754052,1.193636
"Equatorial Guinea",2016,NA,NA,12.0230084618485,1.398927
"Greenland",2000,NA,NA,1.77674157835367,0.0562
"Greenland",2004,NA,NA,1.98926421232217,0.056911
"Greenland",2008,NA,NA,2.3954984181565,0.056328
"Greenland",2012,NA,NA,2.48008034349763,0.05681
"Greenland",2016,NA,NA,2.61612034769515,0.056186
"Guam",2000,NA,NA,NA,0.160188
"Guam",2004,NA,NA,5.15736360327571,0.164004
"Guam",2008,NA,NA,5.29244494995451,0.164725
"Guam",2012,NA,NA,5.55627570518653,0.166392
"Guam",2016,NA,NA,5.80955323020928,0.168346
"Guyana",2000,NA,NA,2.87546842707822,0.759051
"Guyana",2004,NA,NA,3.00172685082003,0.760424
"Guyana",2008,NA,NA,3.37485850606674,0.75415
"Guyana",2012,NA,NA,4.03279034385011,0.743966
"Guyana",2016,NA,NA,4.44279323723993,0.759087
"Hong Kong SAR, China",2000,NA,NA,179.510086984251,6.665
"Hong Kong SAR, China",2004,NA,NA,205.569150152667,6.7835
"Hong Kong SAR, China",2008,NA,NA,256.910216906595,6.9578
"Hong Kong SAR, China",2012,NA,NA,285.201930753364,7.1501
"Hong Kong SAR, China",2016,NA,NA,316.116033650239,7.3366
"Honduras",2000,NA,NA,11.7707799746587,6.656725
"Honduras",2004,NA,NA,13.9331189907264,7.383407
"Honduras",2008,NA,NA,17.4285553287177,8.101777
"Honduras",2012,NA,NA,19.0720181819071,8.792367
"Honduras",2016,NA,NA,21.7965291427732,9.460798
"Haiti",2000,NA,NA,11.1502591692375,8.360225
"Haiti",2004,NA,NA,11.4666425930665,8.961489
"Haiti",2008,NA,NA,12.9288189906636,9.575247
"Haiti",2012,NA,NA,13.6433863259664,10.108539
"Haiti",2016,NA,NA,15.1187740995928,10.713849
"Isle of Man",2000,NA,NA,3.50111802855418,0.075562
"Isle of Man",2004,NA,NA,4.37012122925085,0.078677
"Isle of Man",2008,NA,NA,5.6206830699188,0.081997
"Isle of Man",2012,NA,NA,6.49457908792272,0.084338
"Isle of Man",2016,NA,NA,7.57735776377277,0.08345
"Iraq",2000,NA,NA,101.918843143261,24.628858
"Iraq",2004,NA,NA,92.5022633964251,27.858948
"Iraq",2008,NA,NA,109.562085020285,29.218381
"Iraq",2012,NA,NA,147.674239072767,33.864447
"Iraq",2016,NA,NA,189.767872908426,38.697943
"Kyrgyz Republic",2000,NA,NA,3.51870323318908,4.8984
"Kyrgyz Republic",2004,NA,NA,4.24447750527223,5.1047
"Kyrgyz Republic",2008,NA,NA,5.14007273962985,5.3187
"Kyrgyz Republic",2012,NA,NA,5.57208378824116,5.6072
"Kyrgyz Republic",2016,NA,NA,6.96773366677765,6.0795
"Cambodia",2000,NA,NA,5.91402715678312,12.118841
"Cambodia",2004,NA,NA,8.1613715252972,13.016371
"Cambodia",2008,NA,NA,12.038971276864,13.943888
"Cambodia",2012,NA,NA,14.6703371674435,14.78664
"Cambodia",2016,NA,NA,19.3014142920961,15.624584
"Kiribati",2000,NA,NA,0.137669842437658,0.088826
"Kiribati",2004,NA,NA,0.132570959384411,0.096224
"Kiribati",2008,NA,NA,0.142040313626155,0.103966
"Kiribati",2012,NA,NA,0.158065374650644,0.111618
"Kiribati",2016,NA,NA,0.205412145859363,0.118513
"St. Kitts and Nevis",2000,NA,NA,0.635237944035907,0.045461
"St. Kitts and Nevis",2004,NA,NA,0.677115810577404,0.04658
"St. Kitts and Nevis",2008,NA,NA,0.857219092687526,0.047156
"St. Kitts and Nevis",2012,NA,NA,0.8375837605343,0.047727
"St. Kitts and Nevis",2016,NA,NA,0.994866931117104,0.047788
"Lao PDR",2000,NA,NA,4.98165993007599,5.430853
"Lao PDR",2004,NA,NA,6.29480513165111,5.768167
"Lao PDR",2008,NA,NA,8.49626131336707,6.135861
"Lao PDR",2012,NA,NA,11.5688120774386,6.508803
"Lao PDR",2016,NA,NA,15.4395211793987,6.891363
"Lebanon",2000,NA,NA,25.7984434055655,4.320642
"Lebanon",2004,NA,NA,30.5104789324999,4.574797
"Lebanon",2008,NA,NA,37.9316200437015,4.887613
"Lebanon",2012,NA,NA,46.7070370693046,5.178337
"Lebanon",2016,NA,NA,50.7055140628608,6.258619
"Liberia",2000,NA,NA,2.2102918035902,2.895224
"Liberia",2004,NA,NA,1.69208111212779,3.122447
"Liberia",2008,NA,NA,2.25892110343636,3.783887
"Liberia",2012,NA,NA,2.94900532742991,4.33174
"Liberia",2016,NA,NA,3.17689600831,4.706097
"Libya",2000,NA,NA,57.5796685034421,5.15479
"Libya",2004,NA,NA,66.1389569725768,5.687563
"Libya",2008,NA,NA,83.5734711869254,6.22837
"Libya",2012,NA,NA,77.854953189632,5.86987
"Libya",2016,NA,NA,47.9911520628031,6.282196
"St. Lucia",2000,NA,NA,1.45909601487339,0.1595
"St. Lucia",2004,NA,NA,1.58283019841403,0.164239
"St. Lucia",2008,NA,NA,1.78656429117361,0.168576
"St. Lucia",2012,NA,NA,1.81514182889339,0.173124
"St. Lucia",2016,NA,NA,1.86960423167872,0.176413
"Liechtenstein",2000,NA,NA,NA,0.033026
"Liechtenstein",2004,NA,NA,NA,0.0343
"Liechtenstein",2008,NA,NA,NA,0.035401
"Liechtenstein",2012,NA,NA,NA,0.036505
"Liechtenstein",2016,NA,NA,NA,0.037609
"Lesotho",2000,NA,NA,1.4533652941512,1.99863
"Lesotho",2004,NA,NA,1.61197667682948,1.985384
"Lesotho",2008,NA,NA,1.91124455499023,1.995014
"Lesotho",2012,NA,NA,2.21010255034645,2.054718
"Lesotho",2016,NA,NA,2.44484563139553,2.143872
"Luxembourg",2000,NA,NA,40.3698406613785,0.4363
"Luxembourg",2004,NA,NA,45.9435241574617,0.458095
"Luxembourg",2008,NA,NA,53.7978202763277,0.48865
"Luxembourg",2012,NA,NA,55.4773498525629,0.530946
"Luxembourg",2016,NA,NA,63.0620620768293,0.582014
"Macao SAR, China",2000,NA,NA,13.6772920234925,0.431896
"Macao SAR, China",2004,NA,NA,21.6669019756323,0.475529
"Macao SAR, China",2008,NA,NA,31.4269045775737,0.529038
"Macao SAR, China",2012,NA,NA,52.9079315586008,0.582766
"Macao SAR, China",2016,NA,NA,44.7423027407026,0.626688
"St. Martin (French part)",2000,NA,NA,NA,0.02961
"St. Martin (French part)",2004,NA,NA,NA,0.032697
"St. Martin (French part)",2008,NA,NA,NA,0.035541
"St. Martin (French part)",2012,NA,NA,NA,0.036026
"St. Martin (French part)",2016,NA,NA,NA,0.034811
"Monaco",2000,NA,NA,3.9109874040302,0.032465
"Monaco",2004,NA,NA,4.18231632701844,0.032236
"Monaco",2008,NA,NA,5.19662741606878,0.031862
"Monaco",2012,NA,NA,5.08396462345956,0.0347
"Monaco",2016,NA,NA,6.44725174239326,0.037071
"Madagascar",2000,NA,NA,7.68884273327739,16.216431
"Madagascar",2004,NA,NA,8.24791216809114,18.250774
"Madagascar",2008,NA,NA,10.2728508298606,20.513599
"Madagascar",2012,NA,NA,10.3854487528756,22.96624
"Madagascar",2016,NA,NA,11.7751654565346,25.501941
"Maldives",2000,NA,NA,1.9880576176931,0.282507
"Maldives",2004,NA,NA,2.46564931233915,0.302135
"Maldives",2008,NA,NA,3.15864150063399,0.336883
"Maldives",2012,NA,NA,3.44449113433038,0.387539
"Maldives",2016,NA,NA,4.40090615706973,0.454252
"Marshall Islands",2000,NA,NA,0.154176498413086,0.054224
"Marshall Islands",2004,NA,NA,0.167022430419922,0.054435
"Marshall Islands",2008,NA,NA,0.162724639892578,0.053816
"Marshall Islands",2012,NA,NA,0.175228561401367,0.052203
"Marshall Islands",2016,NA,NA,0.187151763916016,0.048329
"North Macedonia",2000,NA,NA,6.65327572754115,2.02635
"North Macedonia",2004,NA,NA,7.0037572637722,2.016186
"North Macedonia",2008,NA,NA,8.65988298955735,1.971493
"North Macedonia",2012,NA,NA,9.08569701149163,1.929821
"North Macedonia",2016,NA,NA,10.3511781428536,1.906313
"Mali",2000,NA,NA,6.25762117098229,11.239101
"Mali",2004,NA,NA,8.24962325449671,12.751995
"Mali",2008,NA,NA,9.97421841628021,14.551117
"Mali",2012,NA,NA,11.2677701906724,16.514687
"Mali",2016,NA,NA,13.8716943991238,18.700106
"Malta",2000,NA,NA,6.7054260348883,0.390087
"Malta",2004,NA,NA,7.08347089327635,0.401268
"Malta",2008,NA,NA,8.16636245648445,0.409379
"Malta",2012,NA,NA,8.91366860163593,0.420028
"Malta",2016,NA,NA,11.4665366866044,0.455356
"Myanmar",2000,NA,NA,13.5234132520595,45.538332
"Myanmar",2004,NA,NA,21.808380518714,47.338446
"Myanmar",2008,NA,NA,34.5810487702412,48.729486
"Myanmar",2012,NA,NA,47.5012201267123,50.218185
